target,attempt,generation,best_objective_so_far,scipy_convergence
0.55,2,40,0.07808594902712193,4.9045187581821145e-06
0.55,2,41,0.07808594902712193,5.080052448549894e-06
0.55,2,42,0.07808594902712193,5.083853504292565e-06
0.55,2,43,0.07803664292873148,5.052315854189429e-06
0.55,2,44,0.07802637830930925,5.327394714585945e-06
0.55,2,45,0.07796914852154965,5.3661522623102896e-06
0.55,2,46,0.07796914852154965,5.417110815416645e-06
0.55,2,47,0.07796914852154965,5.423541749338256e-06
0.55,2,48,0.07796914852154965,5.444288229659097e-06
0.55,2,49,0.07796914852154965,1.738607054364641e-05
0.55,2,50,0.07796914852154965,1.7340216434085474e-05
0.55,2,51,0.07796914852154965,1.75109178757668e-05
0.55,2,52,0.07796914852154965,1.7528363854050004e-05
0.55,2,53,0.07796914852154965,1.8756947510891468e-05
0.55,2,54,0.07796914852154965,1.9045875643271445e-05
0.55,2,55,0.07796914852154965,2.0214844268810248e-05
0.55,2,56,0.07795626896764513,2.239111625027893e-05
0.55,2,57,0.07795626896764513,2.247302989948967e-05
0.55,2,58,0.07795626896764513,2.584793865967911e-05
0.55,2,59,0.07794942749023342,3.303006131481978e-05
0.55,2,60,0.07794942749023342,3.4230865492580066e-05
0.55,2,61,0.07794942749023342,5.406500816480511e-05
0.55,2,62,0.07794942749023342,6.234171399567498e-05
0.55,2,63,0.07794942749023342,6.913181975616284e-05
0.55,2,64,0.07792655727447295,7.704836790680357e-05
0.55,2,65,0.07791864084051789,7.693450951587329e-05
0.55,2,66,0.07791864084051789,0.00010104107053784583
0.55,2,67,0.07791864084051789,0.00010742780305760778
0.55,2,68,0.07791864084051789,0.00010852978234401816
0.55,2,69,0.07791864084051789,0.00010954894699686741
0.55,2,70,0.07791864084051789,0.0001180435069013644
0.55,2,71,0.07791864084051789,0.00011811954894540507
0.55,2,72,0.07791864084051789,0.00012090180511105762
0.55,2,73,0.07791864084051789,0.00015913631522775516
0.55,2,74,0.07791864084051789,0.00018345607286996286
0.55,2,75,0.07791864084051789,0.0001951655205361922
0.55,2,76,0.07791864084051789,0.0001950724616751437
0.55,2,77,0.07791272063263203,0.00020615818854337103
